TX ID,Product,Quantity,Unit Price,Amount,Order Date,Ship Date,Customer Gender,Order Mode,Rating C,State,County,Days to Deliver,Weeknum,Gender Value
TX500545,Sneakers,10,167.2,1672,23-Jan-25,25-Jan-25,F,Target.com,5,California,Santa Cruz County,2,4,Female
TX500546,Jeans,30,74.5,2235,24-Jan-25,27-Jan-25,F,Website,5,California,Solano County,3,4,Female
TX500547,Hoodies & Sweatshirts,4,39.3,157.2,24-Jan-25,25-Jan-25,,Target.com,4,California,Stanislaus County,1,4,Unknown
TX500548,Sundresses,1,68.5,68.5,24-Jan-25,27-Jan-25,M,Website,5,California,Tehama County,3,4,Male
TX500549,Shorts,3,22.5,67.5,24-Jan-25,24-Jan-25,F,Partner App,4,California,Ventura County,0,4,Female
TX500550,Tank Tops,1,48,48,24-Jan-25,25-Jan-25,O,Partner App,3,California,Amador County,1,4,Other
TX500551,Jeans,1,94,94,24-Jan-25,25-Jan-25,M,Instagram,3,California,Contra Costa County,1,4,Male
TX500552,T-Shirts,3,21.9,65.7,24-Jan-25,25-Jan-25,F,App,4,California,Humboldt County,1,4,Female
TX500553,Jeans,7,64.9,454.3,24-Jan-25,25-Jan-25,F,App,4,California,Los Angeles County,1,4,Female
TX500554,Casual Dresses,1,52.9,52.9,24-Jan-25,24-Jan-25,F,Website,3,California,Los Angeles County,0,4,Female
TX500555,T-Shirts,3,25.5,76.5,24-Jan-25,25-Jan-25,F,Website,5,California,Los Angeles County,1,4,Female
TX500556,Jeans,3,51.9,155.7,24-Jan-25,25-Jan-25,F,Instagram,4,California,Los Angeles County,1,4,Female
TX500557,Sandals,1,46.3,46.3,24-Jan-25,27-Jan-25,F,Partner App,4,California,Los Angeles County,3,4,Female
TX500558,Jeans,2,68.2,136.4,24-Jan-25,26-Jan-25,F,Instagram,4,California,Los Angeles County,2,4,Female
TX500559,Tank Tops,1,40.3,40.3,24-Jan-25,25-Jan-25,M,App,3,California,Los Angeles County,1,4,Male
TX500560,Sneakers,3,91.3,273.9,24-Jan-25,29-Jan-25,M,App,5,California,Sacramento County,5,4,Male
TX500561,Shorts,3,11.9,35.7,24-Jan-25,25-Jan-25,F,App,3,California,Sacramento County,1,4,Female
TX500562,Sneakers,2,63.5,127,24-Jan-25,26-Jan-25,M,Website,4,California,Sacramento County,2,4,Male
TX500563,Graphic Tees,2,27.1,54.2,24-Jan-25,27-Jan-25,M,Target.com,5,California,Sacramento County,3,4,Male
TX500564,Tank Tops,2,82.1,164.2,25-Jan-25,28-Jan-25,M,Website,3,California,San Bernardino County,3,4,Male
TX500565,Workout Tops,5,42.9,214.5,25-Jan-25,27-Jan-25,F,Website,4,California,San Diego County,2,4,Female
TX500566,T-Shirts,11,37.9,416.9,25-Jan-25,1-Feb-25,M,App,4,California,San Diego County,7,4,Male
TX500567,Shorts,1,22.4,22.4,25-Jan-25,26-Jan-25,F,App,3,California,San Francisco,1,4,Female
TX500568,Sneakers,13,79.9,1038.7,25-Jan-25,7-Feb-25,F,Instagram,3,California,Santa Clara County,13,4,Female
TX500569,Tank Tops,1,70.6,70.6,25-Jan-25,28-Jan-25,F,App,3,California,Santa Clara County,3,4,Female
TX500570,Jeans,1,49.5,49.5,25-Jan-25,27-Jan-25,M,App,4,California,Ventura County,2,4,Male
TX500571,Sneakers,2,96.6,193.2,25-Jan-25,27-Jan-25,M,App,4,California,Alameda County,2,4,Male
TX500572,Jeans,2,52.8,105.6,25-Jan-25,26-Jan-25,F,Website,3,California,Alameda County,1,4,Female
TX500573,Sneakers,1,101.7,101.7,25-Jan-25,26-Jan-25,M,App,4,California,Contra Costa County,1,4,Male
TX500574,Graphic Tees,5,26.9,134.5,25-Jan-25,30-Jan-25,F,Website,3,California,Kern County,5,4,Female
TX500575,Sneakers,4,211,844,25-Jan-25,25-Jan-25,F,Website,3,California,Los Angeles County,0,4,Female
TX500576,Shorts,4,21.1,84.4,25-Jan-25,28-Jan-25,M,Partner App,4,California,Los Angeles County,3,4,Male
TX500577,Bikinis,1,26.6,26.6,25-Jan-25,27-Jan-25,M,App,2,California,Los Angeles County,2,4,Male
TX500578,Casual Dresses,4,51.2,204.8,25-Jan-25,26-Jan-25,F,Instagram,4,California,Mono County,1,4,Female
TX500579,Shorts,5,10.6,53,25-Jan-25,29-Jan-25,F,App,4,California,San Diego County,4,4,Female
TX500580,Jeans,3,43.4,130.2,25-Jan-25,28-Jan-25,F,Partner App,4,California,San Diego County,3,4,Female
TX500581,Casual Dresses,1,80,80,25-Jan-25,25-Jan-25,F,App,5,California,San Diego County,0,4,Female
TX500582,Bikinis,4,64.7,258.8,25-Jan-25,27-Jan-25,F,Website,2,California,San Diego County,2,4,Female
TX500583,T-Shirts,11,26.3,289.3,26-Jan-25,26-Jan-25,F,Partner App,3,California,San Joaquin County,0,5,Female
TX500584,Bikinis,1,28.5,28.5,26-Jan-25,26-Jan-25,M,App,3,California,San Mateo County,0,5,Male
TX500585,Pajama Sets,1,47.8,47.8,26-Jan-25,28-Jan-25,F,App,3,California,San Mateo County,2,5,Female
TX500586,Bikinis,3,42.8,128.4,26-Jan-25,29-Jan-25,F,Partner App,3,California,Santa Clara County,3,5,Female
TX500587,Jeans,5,46.8,234,26-Jan-25,31-Jan-25,F,Website,5,California,Santa Clara County,5,5,Female
TX500588,Tank Tops,10,64.1,641,26-Jan-25,27-Jan-25,M,Website,4,California,Santa Clara County,1,5,Male
TX500589,Sneakers,1,89.1,89.1,26-Jan-25,27-Jan-25,F,App,3,California,Tulare County,1,5,Female
TX500590,Sneakers,3,83.1,249.3,26-Jan-25,27-Jan-25,F,Target.com,3,California,Ventura County,1,5,Female
TX500591,T-Shirts,3,40.9,122.7,26-Jan-25,27-Jan-25,M,App,4,California,Contra Costa County,1,5,Male
TX500592,Sneakers,2,125.7,251.4,26-Jan-25,27-Jan-25,F,Instagram,4,California,Fresno County,1,5,Female
TX500593,Workout Tops,2,30.9,61.8,26-Jan-25,26-Jan-25,F,Target.com,5,California,Kern County,0,5,Female
TX500594,T-Shirts,2,18.3,36.6,26-Jan-25,27-Jan-25,F,Website,4,California,Los Angeles County,1,5,Female
TX500595,Graphic Tees,2,56.5,113,26-Jan-25,30-Jan-25,M,Target.com,5,California,Los Angeles County,4,5,Male
TX500596,Bikinis,7,29.9,209.3,26-Jan-25,28-Jan-25,M,Partner App,5,California,Los Angeles County,2,5,Male
TX500597,Sandals,2,50.4,100.8,26-Jan-25,27-Jan-25,F,Target.com,4,California,Los Angeles County,1,5,Female
TX500598,Sneakers,1,85.8,85.8,26-Jan-25,26-Jan-25,F,Target.com,5,California,Los Angeles County,0,5,Female
TX500599,Graphic Tees,16,66.6,1065.6,26-Jan-25,28-Jan-25,M,Website,4,California,Los Angeles County,2,5,Male
TX500600,Jeans,4,70.3,281.2,26-Jan-25,27-Jan-25,F,App,3,California,Los Angeles County,1,5,Female
TX500601,T-Shirts,4,31,124,26-Jan-25,29-Jan-25,M,App,5,California,Los Angeles County,3,5,Male
TX500602,Hoodies & Sweatshirts,6,81.6,489.6,26-Jan-25,27-Jan-25,F,Website,3,California,Madera County,1,5,Female
TX500603,Tank Tops,25,58.3,1457.5,26-Jan-25,27-Jan-25,F,App,4,California,Napa County,1,5,Female
TX500604,Tank Tops,4,35.1,140.4,26-Jan-25,28-Jan-25,M,App,5,California,San Diego County,2,5,Male
TX500605,Sneakers,1,80.2,80.2,26-Jan-25,27-Jan-25,M,Instagram,5,California,San Diego County,1,5,Male
TX500606,Baseball Caps,3,39.2,117.6,26-Jan-25,28-Jan-25,F,Website,4,California,San Mateo County,2,5,Female
TX500607,Shorts,2,15.4,30.8,26-Jan-25,26-Jan-25,F,Instagram,4,California,Sierra County,0,5,Female
TX500608,Workout Tops,3,65.4,196.2,26-Jan-25,29-Jan-25,M,Instagram,4,California,Sonoma County,3,5,Male
TX500609,Tank Tops,8,63.2,505.6,26-Jan-25,28-Jan-25,F,Website,4,California,Stanislaus County,2,5,Female
TX500610,Tank Tops,6,35.7,214.2,26-Jan-25,30-Jan-25,F,Partner App,3,California,Stanislaus County,4,5,Female
TX500611,Shorts,20,26.2,524,26-Jan-25,27-Jan-25,F,Instagram,4,California,Alameda County,1,5,Female
TX500612,Hoodies & Sweatshirts,2,31,62,26-Jan-25,27-Jan-25,F,App,5,California,Contra Costa County,1,5,Female
TX500613,T-Shirts,4,37.7,150.8,26-Jan-25,27-Jan-25,F,Website,4,California,Kern County,1,5,Female
TX500614,Bikinis,34,43.6,1482.4,26-Jan-25,28-Jan-25,F,Partner App,3,California,Los Angeles County,2,5,Female
TX500615,Sundresses,4,26.5,106,26-Jan-25,28-Jan-25,M,App,2,California,Los Angeles County,2,5,Male
TX500616,Shorts,2,34.6,69.2,26-Jan-25,27-Jan-25,M,Partner App,3,California,Los Angeles County,1,5,Male
TX500617,T-Shirts,2,58.2,116.4,26-Jan-25,27-Jan-25,M,Target.com,5,California,Los Angeles County,1,5,Male
TX500618,Hoodies & Sweatshirts,1,30.2,30.2,27-Jan-25,28-Jan-25,F,Target.com,3,California,Los Angeles County,1,5,Female
TX500619,Tank Tops,10,53.2,532,27-Jan-25,28-Jan-25,M,App,5,California,Placer County,1,5,Male
TX500620,Casual Dresses,6,51.1,306.6,27-Jan-25,27-Jan-25,M,Website,5,California,Placer County,0,5,Male
TX500621,Tank Tops,1,105.4,105.4,27-Jan-25,31-Jan-25,F,Website,5,California,Riverside County,4,5,Female
TX500622,Hoodies & Sweatshirts,1,57.7,57.7,27-Jan-25,27-Jan-25,M,App,2,California,San Diego County,0,5,Male
TX500623,Crop Tops,2,72.4,144.8,27-Jan-25,1-Feb-25,F,App,4,California,San Francisco,5,5,Female
TX500624,Jeans,2,62.5,125,27-Jan-25,28-Jan-25,,App,5,California,Santa Clara County,1,5,Unknown
TX500625,Shorts,22,11.6,255.2,27-Jan-25,29-Jan-25,F,Instagram,5,California,Sonoma County,2,5,Female
TX500626,Bikinis,10,39.6,396,27-Jan-25,29-Jan-25,F,Target.com,5,California,Sonoma County,2,5,Female
TX500627,T-Shirts,2,40.1,80.2,27-Jan-25,28-Jan-25,F,Target.com,4,California,Sonoma County,1,5,Female
TX500628,T-Shirts,3,18.6,55.8,27-Jan-25,28-Jan-25,F,Target.com,4,California,Alameda County,1,5,Female
TX500629,Graphic Tees,1,58.8,58.8,27-Jan-25,29-Jan-25,F,App,3,California,Alameda County,2,5,Female
TX500630,T-Shirts,2,22.1,44.2,27-Jan-25,30-Jan-25,M,Website,5,California,Alameda County,3,5,Male
TX500631,Sneakers,1,114.9,114.9,28-Jan-25,29-Jan-25,F,Website,3,California,Kern County,1,5,Female
TX500632,Sundresses,5,75.8,379,28-Jan-25,29-Jan-25,M,App,5,California,Los Angeles County,1,5,Male
TX500633,Baseball Caps,5,20.6,103,28-Jan-25,29-Jan-25,M,Target.com,5,California,Los Angeles County,1,5,Male
TX500634,Pajama Sets,3,67.9,203.7,28-Jan-25,29-Jan-25,F,Website,3,California,Los Angeles County,1,5,Female
TX500635,Shorts,5,27,135,28-Jan-25,4-Feb-25,F,App,5,California,Los Angeles County,7,5,Female
TX500636,Tote Bags,1,50.6,50.6,28-Jan-25,28-Jan-25,M,App,3,California,Los Angeles County,0,5,Male
TX500637,Graphic Tees,5,22.1,110.5,28-Jan-25,2-Feb-25,M,App,4,California,Los Angeles County,5,5,Male
TX500638,T-Shirts,3,42.9,128.7,28-Jan-25,30-Jan-25,F,App,4,California,Los Angeles County,2,5,Female
TX500639,Tank Tops,11,62.4,686.4,28-Jan-25,30-Jan-25,F,Target.com,4,California,Los Angeles County,2,5,Female
TX500640,Tote Bags,9,36.4,327.6,28-Jan-25,30-Jan-25,F,App,5,California,Los Angeles County,2,5,Female
TX500641,Shorts,2,22.5,45,28-Jan-25,31-Jan-25,M,App,4,California,Los Angeles County,3,5,Male
TX500642,Jeans,4,70.8,283.2,28-Jan-25,30-Jan-25,F,Partner App,4,California,Los Angeles County,2,5,Female
TX500643,Jeans,5,56.6,283,28-Jan-25,30-Jan-25,M,App,3,California,Nevada County,2,5,Male
TX500644,Jeans,2,47.9,95.8,28-Jan-25,29-Jan-25,F,App,4,California,Sacramento County,1,5,Female
TX500645,Jeans,8,78.4,627.2,28-Jan-25,30-Jan-25,F,Website,4,California,Sacramento County,2,5,Female
TX500646,Sneakers,14,122.1,1709.4,28-Jan-25,2-Feb-25,F,App,5,California,Sacramento County,5,5,Female
TX500647,Sneakers,2,83.7,167.4,29-Jan-25,29-Jan-25,,Website,5,California,San Bernardino County,0,5,Unknown
TX500648,Workout Tops,4,97.9,391.6,29-Jan-25,2-Feb-25,F,Instagram,5,California,San Bernardino County,4,5,Female
TX500649,Baseball Caps,1,15,15,29-Jan-25,3-Feb-25,F,Instagram,4,California,San Diego County,5,5,Female
TX500650,Casual Dresses,3,94.6,283.8,29-Jan-25,30-Jan-25,M,Target.com,3,California,San Diego County,1,5,Male
TX500651,Shorts,6,19.7,118.2,29-Jan-25,9-Feb-25,F,App,5,California,San Diego County,11,5,Female
TX500652,Hoodies & Sweatshirts,1,46.7,46.7,29-Jan-25,1-Feb-25,F,Target.com,4,California,San Francisco,3,5,Female
TX500653,Tank Tops,4,43,172,29-Jan-25,30-Jan-25,M,Target.com,5,California,San Francisco,1,5,Male
TX500654,Jeans,3,68.2,204.6,29-Jan-25,4-Feb-25,F,App,4,California,San Mateo County,6,5,Female
TX500655,Bikinis,10,24.3,243,29-Jan-25,30-Jan-25,M,App,5,California,Santa Barbara County,1,5,Male
TX500656,Hoodies & Sweatshirts,2,86.8,173.6,29-Jan-25,2-Feb-25,F,Partner App,5,California,Santa Clara County,4,5,Female
TX500657,Shorts,2,15.8,31.6,29-Jan-25,31-Jan-25,M,Website,4,California,Santa Clara County,2,5,Male
TX500658,Sneakers,4,61.6,246.4,29-Jan-25,30-Jan-25,M,Target.com,4,California,Santa Clara County,1,5,Male
TX500659,Jeans,3,48.7,146.1,29-Jan-25,4-Feb-25,F,Website,5,California,Trinity County,6,5,Female
TX500660,T-Shirts,4,24.3,97.2,29-Jan-25,31-Jan-25,F,Website,5,California,Alameda County,2,5,Female
TX500661,Sneakers,2,130.7,261.4,29-Jan-25,30-Jan-25,F,Target.com,4,California,Humboldt County,1,5,Female
TX500662,Bikinis,1,26,26,29-Jan-25,31-Jan-25,M,App,4,California,Los Angeles County,2,5,Male
TX500663,Sneakers,5,94.4,472,29-Jan-25,30-Jan-25,F,App,4,California,Los Angeles County,1,5,Female
TX500664,Shorts,6,23.7,142.2,29-Jan-25,31-Jan-25,M,Target.com,5,California,Los Angeles County,2,5,Male
TX500665,Sundresses,12,37.4,448.8,29-Jan-25,31-Jan-25,M,Target.com,4,California,Los Angeles County,2,5,Male
TX500666,Tank Tops,36,55.2,1987.2,29-Jan-25,29-Jan-25,F,Instagram,3,California,Los Angeles County,0,5,Female
TX500667,Sneakers,9,57.1,513.9,29-Jan-25,31-Jan-25,M,App,5,California,Los Angeles County,2,5,Male
TX500668,Casual Dresses,1,55.3,55.3,29-Jan-25,30-Jan-25,F,Target.com,5,California,Los Angeles County,1,5,Female
TX500669,Crop Tops,7,23.9,167.3,29-Jan-25,30-Jan-25,F,Partner App,3,California,Los Angeles County,1,5,Female
TX500670,Shorts,1,34.1,34.1,29-Jan-25,5-Feb-25,F,Target.com,4,California,Los Angeles County,7,5,Female
TX500671,Casual Dresses,4,38.5,154,29-Jan-25,9-Feb-25,F,App,4,California,Los Angeles County,11,5,Female
TX500672,Hoodies & Sweatshirts,2,105,210,29-Jan-25,4-Feb-25,F,App,5,California,Los Angeles County,6,5,Female
TX500673,T-Shirts,5,45.2,226,29-Jan-25,31-Jan-25,F,App,5,California,Los Angeles County,2,5,Female
TX500674,Pajama Sets,3,24.8,74.4,29-Jan-25,29-Jan-25,,App,3,California,Los Angeles County,0,5,Unknown
TX500675,Maxi Dresses,4,43.8,175.2,29-Jan-25,5-Feb-25,F,Website,5,California,Sacramento County,7,5,Female
TX500676,Tank Tops,1,75,75,29-Jan-25,31-Jan-25,F,Partner App,3,California,Sacramento County,2,5,Female
TX500677,Sneakers,1,169.9,169.9,29-Jan-25,30-Jan-25,M,Target.com,4,California,Sacramento County,1,5,Male
TX500678,Sundresses,2,72.2,144.4,29-Jan-25,31-Jan-25,F,Partner App,3,California,Sacramento County,2,5,Female
TX500679,Shorts,1,20,20,30-Jan-25,2-Feb-25,F,Target.com,3,California,San Bernardino County,3,5,Female
TX500680,Sundresses,2,40.8,81.6,30-Jan-25,1-Feb-25,F,Instagram,5,California,San Diego County,2,5,Female
TX500681,Bikinis,4,58,232,30-Jan-25,3-Feb-25,F,App,4,California,San Diego County,4,5,Female
TX500682,Casual Dresses,2,43.1,86.2,30-Jan-25,31-Jan-25,F,Website,5,California,San Diego County,1,5,Female
TX500683,Jeans,9,74.7,672.3,30-Jan-25,1-Feb-25,M,App,5,California,San Diego County,2,5,Male
TX500684,Jeans,1,128.2,128.2,30-Jan-25,30-Jan-25,M,Website,4,California,San Diego County,0,5,Male
TX500685,Baseball Caps,4,26.7,106.8,30-Jan-25,31-Jan-25,M,Website,4,California,San Diego County,1,5,Male
TX500686,Pajama Sets,6,31.5,189,30-Jan-25,31-Jan-25,F,Target.com,4,California,San Francisco,1,5,Female
TX500687,Workout Tops,7,64.7,452.9,30-Jan-25,31-Jan-25,F,App,5,California,San Mateo County,1,5,Female
TX500688,Sandals,2,55.6,111.2,30-Jan-25,2-Feb-25,F,Instagram,4,California,Santa Clara County,3,5,Female
TX500689,Workout Tops,2,36.2,72.4,30-Jan-25,31-Jan-25,F,Instagram,4,California,Santa Clara County,1,5,Female
TX500690,Shorts,1,26.6,26.6,30-Jan-25,31-Jan-25,,Website,3,California,Stanislaus County,1,5,Unknown
TX500691,Bikinis,4,31.5,126,30-Jan-25,1-Feb-25,M,App,4,California,Sutter County,2,5,Male
TX500692,Bikinis,1,27,27,30-Jan-25,1-Feb-25,F,Website,5,California,Ventura County,2,5,Female
TX500693,Graphic Tees,1,32,32,30-Jan-25,2-Feb-25,M,Instagram,4,California,Alameda County,3,5,Male
TX500694,Tank Tops,3,48.1,144.3,30-Jan-25,1-Feb-25,M,Target.com,3,California,Contra Costa County,2,5,Male
TX500695,Sundresses,2,43.4,86.8,30-Jan-25,31-Jan-25,M,Website,3,California,Kern County,1,5,Male
TX500696,Jeans,2,42.6,85.2,30-Jan-25,2-Feb-25,F,Instagram,4,California,Kern County,3,5,Female
TX500697,T-Shirts,2,15.9,31.8,30-Jan-25,31-Jan-25,F,App,4,California,Kings County,1,5,Female
TX500698,Sundresses,2,63.2,126.4,30-Jan-25,31-Jan-25,M,Website,4,California,Los Angeles County,1,5,Male
TX500699,Hoodies & Sweatshirts,4,64.8,259.2,30-Jan-25,1-Feb-25,,Partner App,3,California,Los Angeles County,2,5,Unknown
TX500700,Hoodies & Sweatshirts,3,79.8,239.4,30-Jan-25,31-Jan-25,M,App,4,California,Los Angeles County,1,5,Male
TX500701,Sundresses,1,54.4,54.4,30-Jan-25,1-Feb-25,F,Partner App,5,California,Los Angeles County,2,5,Female
TX500702,Jeans,1,87.3,87.3,30-Jan-25,31-Jan-25,M,Website,4,California,Los Angeles County,1,5,Male
TX500703,T-Shirts,4,32.4,129.6,30-Jan-25,30-Jan-25,M,Website,4,California,Los Angeles County,0,5,Male
TX500704,Sneakers,1,177.4,177.4,30-Jan-25,3-Feb-25,M,App,5,California,Los Angeles County,4,5,Male
TX500705,Hoodies & Sweatshirts,2,70.1,140.2,30-Jan-25,31-Jan-25,M,Instagram,3,California,Los Angeles County,1,5,Male
TX500706,Sundresses,6,51.1,306.6,30-Jan-25,31-Jan-25,F,App,4,California,Los Angeles County,1,5,Female
TX500707,Sneakers,5,79.9,399.5,30-Jan-25,1-Feb-25,M,Instagram,5,California,Merced County,2,5,Male
TX500708,Jeans,1,57.6,57.6,31-Jan-25,5-Feb-25,M,App,5,California,Monterey County,5,5,Male
TX500709,T-Shirts,10,59.7,597,31-Jan-25,4-Feb-25,M,Target.com,4,California,Orange County,4,5,Male
TX500710,T-Shirts,5,30,150,31-Jan-25,2-Feb-25,M,Website,4,California,Sacramento County,2,5,Male
TX500711,Bikinis,2,69.2,138.4,31-Jan-25,2-Feb-25,,Target.com,3,California,Sacramento County,2,5,Unknown
TX500712,Shorts,8,10.9,87.2,31-Jan-25,1-Feb-25,F,App,5,California,Sacramento County,1,5,Female
TX500713,Sunglasses,2,48.6,97.2,31-Jan-25,4-Feb-25,M,Website,5,California,Sacramento County,4,5,Male
TX500714,Sneakers,2,61.1,122.2,31-Jan-25,3-Feb-25,F,Website,5,California,San Bernardino County,3,5,Female
TX500715,T-Shirts,2,23.2,46.4,31-Jan-25,1-Feb-25,M,Instagram,5,California,San Diego County,1,5,Male
TX500716,Casual Dresses,4,55.8,223.2,31-Jan-25,1-Feb-25,M,App,4,California,San Diego County,1,5,Male
TX500717,Sundresses,4,24.8,99.2,31-Jan-25,1-Feb-25,F,App,5,California,San Diego County,1,5,Female
TX500718,Bikinis,2,27.9,55.8,31-Jan-25,31-Jan-25,M,Target.com,5,California,San Diego County,0,5,Male
TX500719,Bikinis,6,51.1,306.6,31-Jan-25,31-Jan-25,F,Instagram,4,California,San Diego County,0,5,Female
TX500720,Pajama Sets,11,32.7,359.7,31-Jan-25,1-Feb-25,M,Partner App,5,California,San Francisco,1,5,Male
TX500721,T-Shirts,4,22.5,90,31-Jan-25,31-Jan-25,M,App,5,California,San Joaquin County,0,5,Male
TX500722,Shorts,7,14.6,102.2,31-Jan-25,1-Feb-25,F,Target.com,4,California,San Luis Obispo County,1,5,Female
TX500723,Sandals,3,32.5,97.5,31-Jan-25,3-Feb-25,M,App,4,California,Santa Barbara County,3,5,Male
TX500724,Leggings,1,78.1,78.1,31-Jan-25,3-Feb-25,M,App,5,California,Santa Clara County,3,5,Male
TX500725,Casual Dresses,6,110.2,661.2,31-Jan-25,31-Jan-25,M,Website,2,California,Ventura County,0,5,Male
TX500726,Jeans,3,86.3,258.9,31-Jan-25,2-Feb-25,F,Instagram,4,California,Alameda County,2,5,Female
TX500727,Tank Tops,6,73.6,441.6,31-Jan-25,2-Feb-25,O,Instagram,2,California,Humboldt County,2,5,Other
TX500728,Jeans,13,67.7,880.1,31-Jan-25,2-Feb-25,F,App,5,California,Los Angeles County,2,5,Female
TX500729,Hoodies & Sweatshirts,6,142.2,853.2,31-Jan-25,1-Feb-25,F,Target.com,2,California,Los Angeles County,1,5,Female
TX500730,Tank Tops,9,45.8,412.2,31-Jan-25,2-Feb-25,F,Website,5,California,Los Angeles County,2,5,Female
TX500731,Bikinis,2,24.2,48.4,1-Feb-25,4-Feb-25,F,Instagram,5,California,Los Angeles County,3,5,Female
TX500732,Sneakers,3,144.9,434.7,1-Feb-25,2-Feb-25,O,Target.com,5,California,Los Angeles County,1,5,Other
TX500733,Maxi Dresses,5,32.8,164,1-Feb-25,4-Feb-25,F,Target.com,4,California,Riverside County,3,5,Female
TX500734,Hoodies & Sweatshirts,10,35.7,357,1-Feb-25,1-Feb-25,F,App,3,California,Sacramento County,0,5,Female
TX500735,Sundresses,2,54.6,109.2,1-Feb-25,2-Feb-25,F,Target.com,4,California,Sacramento County,1,5,Female
TX500736,T-Shirts,2,35.7,71.4,1-Feb-25,4-Feb-25,,App,3,California,Sacramento County,3,5,Unknown
TX500737,Bikinis,2,52.4,104.8,1-Feb-25,1-Feb-25,F,App,1,California,Sacramento County,0,5,Female
TX500738,T-Shirts,14,16.2,226.8,1-Feb-25,2-Feb-25,,App,3,California,San Diego County,1,5,Unknown
TX500739,Jeans,47,42.8,2011.6,1-Feb-25,2-Feb-25,F,App,4,California,San Diego County,1,5,Female
TX500740,Jeans,9,144.4,1299.6,1-Feb-25,4-Feb-25,F,Partner App,4,California,San Diego County,3,5,Female
TX500741,Workout Tops,36,30.6,1101.6,1-Feb-25,5-Feb-25,F,Target.com,5,California,Santa Clara County,4,5,Female
TX500742,Sneakers,2,117.5,235,1-Feb-25,2-Feb-25,M,App,4,California,Stanislaus County,1,5,Male
TX500743,Jeans,2,105.7,211.4,1-Feb-25,2-Feb-25,F,Target.com,5,California,Alameda County,1,5,Female
TX500744,Workout Tops,3,133.7,401.1,1-Feb-25,2-Feb-25,,Partner App,5,California,Alameda County,1,5,Unknown
TX500745,Graphic Tees,5,46.8,234,2-Feb-25,10-Feb-25,F,App,3,California,Alameda County,8,6,Female
TX500746,Bikinis,3,58.4,175.2,2-Feb-25,4-Feb-25,F,App,4,California,Contra Costa County,2,6,Female
TX500747,Jeans,9,65.1,585.9,2-Feb-25,6-Feb-25,M,Website,5,California,Kern County,4,6,Male
TX500748,T-Shirts,1,18.6,18.6,2-Feb-25,5-Feb-25,F,App,2,California,Kern County,3,6,Female
TX500749,Tank Tops,11,92.3,1015.3,2-Feb-25,4-Feb-25,M,Website,4,California,Los Angeles County,2,6,Male
TX500750,Jeans,3,81.7,245.1,2-Feb-25,3-Feb-25,,Partner App,2,California,Los Angeles County,1,6,Unknown
TX500751,T-Shirts,2,40.9,81.8,2-Feb-25,4-Feb-25,M,App,3,California,Los Angeles County,2,6,Male
TX500752,Jeans,4,43.2,172.8,2-Feb-25,8-Feb-25,F,App,3,California,Los Angeles County,6,6,Female
TX500753,T-Shirts,11,25.8,283.8,2-Feb-25,5-Feb-25,M,Target.com,3,California,Los Angeles County,3,6,Male
TX500754,Crop Tops,4,36.4,145.6,2-Feb-25,3-Feb-25,M,App,4,California,Los Angeles County,1,6,Male
TX500755,Bikinis,1,59.1,59.1,2-Feb-25,3-Feb-25,F,Target.com,4,California,San Bernardino County,1,6,Female
TX500756,Sneakers,17,74.5,1266.5,2-Feb-25,4-Feb-25,M,Partner App,4,California,Sonoma County,2,6,Male
TX500757,Sandals,1,72.8,72.8,2-Feb-25,3-Feb-25,F,App,3,California,Stanislaus County,1,6,Female
TX500758,Jeans,4,137.3,549.2,2-Feb-25,5-Feb-25,F,App,4,California,Ventura County,3,6,Female
TX500759,Tank Tops,3,48.7,146.1,2-Feb-25,7-Feb-25,F,App,3,California,Alameda County,5,6,Female
TX500760,Jeans,4,53.7,214.8,2-Feb-25,6-Feb-25,M,Website,2,California,Fresno County,4,6,Male
TX500761,Sneakers,7,100.9,706.3,2-Feb-25,4-Feb-25,F,App,3,California,Fresno County,2,6,Female
TX500762,Bikinis,2,41.8,83.6,2-Feb-25,6-Feb-25,M,Instagram,5,California,Kern County,4,6,Male
TX500763,Graphic Tees,8,28.5,228,2-Feb-25,4-Feb-25,M,Target.com,3,California,Los Angeles County,2,6,Male
TX500764,Hoodies & Sweatshirts,4,88.9,355.6,2-Feb-25,5-Feb-25,F,App,5,California,Los Angeles County,3,6,Female
TX500765,Jeans,1,62.5,62.5,2-Feb-25,11-Feb-25,F,App,5,California,Los Angeles County,9,6,Female
TX500766,Tank Tops,3,46.9,140.7,2-Feb-25,3-Feb-25,M,App,5,California,Los Angeles County,1,6,Male
TX500767,T-Shirts,3,45,135,2-Feb-25,16-Feb-25,M,Website,4,California,Los Angeles County,14,6,Male
TX500768,Jeans,3,45.2,135.6,2-Feb-25,4-Feb-25,M,Partner App,5,California,Los Angeles County,2,6,Male
TX500769,Graphic Tees,2,60.1,120.2,2-Feb-25,3-Feb-25,F,App,5,California,Los Angeles County,1,6,Female
TX500770,Casual Dresses,4,118.7,474.8,2-Feb-25,4-Feb-25,F,App,4,California,Los Angeles County,2,6,Female
TX500771,Sundresses,1,57.8,57.8,2-Feb-25,11-Feb-25,F,Website,4,California,Los Angeles County,9,6,Female
TX500772,Graphic Tees,1,19.5,19.5,2-Feb-25,3-Feb-25,M,Website,3,California,Los Angeles County,1,6,Male
